Query,CFPQ_size,Time(s)
0,,59.07717128474517
1,,68.60220532875421
2,,51.27493838005219
3,48815.0,57.28064689796788
4,,55.65894668749005
5,,49.43995058911829
6,,55.80235906874723
0,,51.89474740576215
1,,67.25953221233105
2,,57.285231118042155
3,48815.0,58.87562829634608
4,,49.82594461597288
5,,54.6772143857822
6,,56.63439051789602
0,,51.46482935966249
1,,67.41185146353254
2,,56.906295891235274
3,48815.0,58.18390993613757
4,,49.19235866063968
5,,56.10047629337788
6,,49.60415825104575
