Query,CFPQ_size,Time(s)
0,NaN,0.0043332576751708984
1,NaN,0.03227519989013672
2,NaN,0.00603485107421875
3,129,0.00539708137512207
4,NaN,0.0017249584197998047
5,NaN,0.0014777183532714844
6,NaN,0.0010838508605957031
0,NaN,0.005105733871459961
1,NaN,0.027582168579101562
2,NaN,0.0051152706146240234
3,129,0.004452228546142578
4,NaN,0.0017919540405273438
5,NaN,0.0016307830810546875
6,NaN,0.0011708736419677734
0,NaN,0.00756382942199707
1,NaN,0.026895999908447266
2,NaN,0.004774332046508789
3,129,0.0043218135833740234
4,NaN,0.0017540454864501953
5,NaN,0.001215219497680664
6,NaN,0.0010602474212646484
0,NaN,0.0041866302490234375
1,NaN,0.028107881546020508
2,NaN,0.0050983428955078125
3,129,0.004184722900390625
4,NaN,0.0017442703247070312
5,NaN,0.0011107921600341797
6,NaN,0.0011169910430908203
0,NaN,0.004564762115478516
1,NaN,0.03576397895812988
2,NaN,0.004680633544921875
3,129,0.00463104248046875
4,NaN,0.0017673969268798828
5,NaN,0.0013880729675292969
6,NaN,0.0009484291076660156
0,NaN,0.004148244857788086
1,NaN,0.030032634735107422
2,NaN,0.006891489028930664
3,129,0.004464149475097656
4,NaN,0.0016987323760986328
5,NaN,0.0011436939239501953
6,NaN,0.0009396076202392578
0,NaN,0.004374027252197266
1,NaN,0.028136730194091797
2,NaN,0.005000591278076172
3,129,0.004302501678466797
4,NaN,0.0015795230865478516
5,NaN,0.0010957717895507812
6,NaN,0.0012359619140625
0,NaN,0.004514455795288086
1,NaN,0.026036739349365234
2,NaN,0.004866838455200195
3,129,0.004281282424926758
4,NaN,0.001573324203491211
5,NaN,0.0011143684387207031
6,NaN,0.000946044921875
0,NaN,0.0038805007934570312
1,NaN,0.02848649024963379
2,NaN,0.005037069320678711
3,129,0.004575490951538086
4,NaN,0.0016970634460449219
5,NaN,0.0012366771697998047
6,NaN,0.0009837150573730469
0,NaN,0.00423884391784668
1,NaN,0.029389142990112305
2,NaN,0.005087375640869141
3,129,0.004558563232421875
4,NaN,0.0016682147979736328
5,NaN,0.0011453628540039062
6,NaN,0.0009300708770751953
