Query,CFPQ_size,Time(s)
0,NaN,0.09562373161315918
1,NaN,0.8251001834869385
2,NaN,0.10361886024475098
3,778,0.09418940544128418
4,NaN,0.0074007511138916016
5,NaN,0.0054264068603515625
6,NaN,0.003830432891845703
0,NaN,0.12004590034484863
1,NaN,0.8203227519989014
2,NaN,0.10192513465881348
3,778,0.10843014717102051
4,NaN,0.007189512252807617
5,NaN,0.005090475082397461
6,NaN,0.0039272308349609375
0,NaN,0.09550857543945312
1,NaN,0.8188962936401367
2,NaN,0.11171746253967285
3,778,0.0991067886352539
4,NaN,0.007540464401245117
5,NaN,0.0053212642669677734
6,NaN,0.00416254997253418
0,NaN,0.10524654388427734
1,NaN,0.8340456485748291
2,NaN,0.10301733016967773
3,778,0.09544587135314941
4,NaN,0.012843132019042969
5,NaN,0.007378339767456055
6,NaN,0.003814697265625
0,NaN,0.09666752815246582
1,NaN,0.8426411151885986
2,NaN,0.10698175430297852
3,778,0.10281872749328613
4,NaN,0.008269309997558594
5,NaN,0.005403041839599609
6,NaN,0.0037131309509277344
0,NaN,0.1020042896270752
1,NaN,0.8552720546722412
2,NaN,0.09936189651489258
3,778,0.09235191345214844
4,NaN,0.0068471431732177734
5,NaN,0.0046765804290771484
6,NaN,0.003514528274536133
0,NaN,0.09373998641967773
1,NaN,0.8683881759643555
2,NaN,0.09847855567932129
3,778,0.09502744674682617
4,NaN,0.007177829742431641
5,NaN,0.0048122406005859375
6,NaN,0.003665924072265625
0,NaN,0.11047577857971191
1,NaN,0.8341014385223389
2,NaN,0.10040140151977539
3,778,0.10258889198303223
4,NaN,0.007408857345581055
5,NaN,0.005535125732421875
6,NaN,0.0038878917694091797
0,NaN,0.10929298400878906
1,NaN,0.83901047706604
2,NaN,0.09943604469299316
3,778,0.10878777503967285
4,NaN,0.007604122161865234
5,NaN,0.005181550979614258
6,NaN,0.004137754440307617
0,NaN,0.10033154487609863
1,NaN,0.8247215747833252
2,NaN,0.11108708381652832
3,778,0.09912562370300293
4,NaN,0.0074615478515625
5,NaN,0.004981279373168945
6,NaN,0.0037124156951904297
