Query,CFPQ_size,Time(s)
0,NaN,0.09747076034545898
1,NaN,0.8129401206970215
2,NaN,0.1062777042388916
3,733,0.10631322860717773
4,NaN,0.011296749114990234
5,NaN,0.012475728988647461
6,NaN,0.006548643112182617
0,NaN,0.08920836448669434
1,NaN,0.7974593639373779
2,NaN,0.09322619438171387
3,733,0.08955883979797363
4,NaN,0.01105809211730957
5,NaN,0.007998466491699219
6,NaN,0.006008625030517578
0,NaN,0.08788943290710449
1,NaN,0.7690362930297852
2,NaN,0.09311771392822266
3,733,0.09178805351257324
4,NaN,0.010967016220092773
5,NaN,0.00742340087890625
6,NaN,0.006436824798583984
0,NaN,0.08793950080871582
1,NaN,0.7928955554962158
2,NaN,0.09209036827087402
3,733,0.08733177185058594
4,NaN,0.010976552963256836
5,NaN,0.008227825164794922
6,NaN,0.0062253475189208984
0,NaN,0.09162616729736328
1,NaN,0.776282787322998
2,NaN,0.09336423873901367
3,733,0.09038352966308594
4,NaN,0.01100301742553711
5,NaN,0.007542848587036133
6,NaN,0.0064275264739990234
0,NaN,0.09372186660766602
1,NaN,0.7912702560424805
2,NaN,0.09615421295166016
3,733,0.09496688842773438
4,NaN,0.01173543930053711
5,NaN,0.008577585220336914
6,NaN,0.006947994232177734
0,NaN,0.09866666793823242
1,NaN,0.7773053646087646
2,NaN,0.09860801696777344
3,733,0.09580326080322266
4,NaN,0.011022329330444336
5,NaN,0.008141279220581055
6,NaN,0.00632786750793457
0,NaN,0.09040188789367676
1,NaN,0.770503044128418
2,NaN,0.09953880310058594
3,733,0.10061883926391602
4,NaN,0.011106729507446289
5,NaN,0.00841212272644043
6,NaN,0.0065310001373291016
0,NaN,0.09805679321289062
1,NaN,0.7864055633544922
2,NaN,0.09574580192565918
3,733,0.08959150314331055
4,NaN,0.011034250259399414
5,NaN,0.007878541946411133
6,NaN,0.006203413009643555
0,NaN,0.10842585563659668
1,NaN,0.761162281036377
2,NaN,0.09298276901245117
3,733,0.09580588340759277
4,NaN,0.011124849319458008
5,NaN,0.015510797500610352
6,NaN,0.01034402847290039
