Query,CFPQ_size,Time(s)
0,NaN,0.019346952438354492
1,NaN,0.029630184173583984
2,NaN,0.02179431915283203
3,341,0.01709914207458496
4,NaN,0.01578545570373535
5,NaN,0.011234760284423828
6,NaN,0.012082338333129883
0,NaN,0.01989436149597168
1,NaN,0.0352022647857666
2,NaN,0.02712082862854004
3,341,0.022939443588256836
4,NaN,0.019394874572753906
5,NaN,0.010364532470703125
6,NaN,0.010254859924316406
0,NaN,0.01672220230102539
1,NaN,0.028935670852661133
2,NaN,0.02571582794189453
3,341,0.01715707778930664
4,NaN,0.015967607498168945
5,NaN,0.010703802108764648
6,NaN,0.00922536849975586
0,NaN,0.017614126205444336
1,NaN,0.02976250648498535
2,NaN,0.02035999298095703
3,341,0.017282485961914062
4,NaN,0.017155885696411133
5,NaN,0.009447813034057617
6,NaN,0.008629322052001953
0,NaN,0.017180204391479492
1,NaN,0.029377460479736328
2,NaN,0.020223140716552734
3,341,0.016535043716430664
4,NaN,0.014851570129394531
5,NaN,0.010022878646850586
6,NaN,0.010832786560058594
0,NaN,0.017981529235839844
1,NaN,0.029289722442626953
2,NaN,0.022388696670532227
3,341,0.01786041259765625
4,NaN,0.01586461067199707
5,NaN,0.01221013069152832
6,NaN,0.019521236419677734
0,NaN,0.018950939178466797
1,NaN,0.030822038650512695
2,NaN,0.022738218307495117
3,341,0.018579959869384766
4,NaN,0.01615619659423828
5,NaN,0.01188969612121582
6,NaN,0.019855260848999023
0,NaN,0.018701791763305664
1,NaN,0.030560016632080078
2,NaN,0.022028207778930664
3,341,0.01807999610900879
4,NaN,0.0167388916015625
5,NaN,0.010867118835449219
6,NaN,0.009208202362060547
0,NaN,0.017050981521606445
1,NaN,0.033247947692871094
2,NaN,0.021610498428344727
3,341,0.0168609619140625
4,NaN,0.017080068588256836
5,NaN,0.012687921524047852
6,NaN,0.010837078094482422
0,NaN,0.019713878631591797
1,NaN,0.036359310150146484
2,NaN,0.027395009994506836
3,341,0.01777815818786621
4,NaN,0.01827549934387207
5,NaN,0.011014938354492188
6,NaN,0.009624958038330078
