Query,CFPQ_size,Time(s)
0,,25.88184122603828
1,,50.315536289592636
2,,30.309802444222075
3,450609.0,30.967886800291794
4,,20.19172563782823
5,,17.170929622124394
6,,14.668589354269745
0,,27.458258097165906
1,,51.385324290740826
2,,29.951693658060613
3,450609.0,30.97990234758973
4,,20.91797797347836
5,,17.64003924856924
6,,14.564742270642636
0,,26.916303939573936
1,,49.799267146908555
2,,30.78860820912432
3,450609.0,30.09564990191833
4,,20.462933285366976
5,,16.922201079365763
6,,13.780827167183608
