Query,CFPQ_size,Time(s)
0,NaN,0.07735395431518555
1,NaN,0.1017301082611084
2,NaN,0.0715024471282959
3,256,0.06784486770629883
4,NaN,0.06493711471557617
5,NaN,0.06873750686645508
6,NaN,0.08401632308959961
0,NaN,0.08205819129943848
1,NaN,0.1055755615234375
2,NaN,0.07848858833312988
3,256,0.07464957237243652
4,NaN,0.06449317932128906
5,NaN,0.07528924942016602
6,NaN,0.06412267684936523
0,NaN,0.08707332611083984
1,NaN,0.09651565551757812
2,NaN,0.07192540168762207
3,256,0.07937502861022949
4,NaN,0.06820416450500488
5,NaN,0.0706777572631836
6,NaN,0.07187867164611816
0,NaN,0.07366180419921875
1,NaN,0.10265636444091797
2,NaN,0.07832527160644531
3,256,0.07179903984069824
4,NaN,0.07590365409851074
5,NaN,0.06084752082824707
6,NaN,0.060158729553222656
0,NaN,0.07008767127990723
1,NaN,0.0932307243347168
2,NaN,0.07583022117614746
3,256,0.07461428642272949
4,NaN,0.06826591491699219
5,NaN,0.0751495361328125
6,NaN,0.06744599342346191
0,NaN,0.07621955871582031
1,NaN,0.10193967819213867
2,NaN,0.07513236999511719
3,256,0.0829613208770752
4,NaN,0.06248736381530762
5,NaN,0.06685566902160645
6,NaN,0.0643765926361084
0,NaN,0.06995654106140137
1,NaN,0.10045886039733887
2,NaN,0.0764925479888916
3,256,0.07795047760009766
4,NaN,0.07634234428405762
5,NaN,0.07224893569946289
6,NaN,0.06884312629699707
0,NaN,0.07427382469177246
1,NaN,0.09619998931884766
2,NaN,0.07010602951049805
3,256,0.08306622505187988
4,NaN,0.06491827964782715
5,NaN,0.0652153491973877
6,NaN,0.07646012306213379
0,NaN,0.06685280799865723
1,NaN,0.10149097442626953
2,NaN,0.07505416870117188
3,256,0.08478450775146484
4,NaN,0.06568360328674316
5,NaN,0.06858706474304199
6,NaN,0.06844401359558105
0,NaN,0.07109475135803223
1,NaN,0.09547019004821777
2,NaN,0.08194518089294434
3,256,0.06905698776245117
4,NaN,0.07866883277893066
5,NaN,0.06321883201599121
6,NaN,0.06484818458557129
