Query,CFPQ_size,Time(s)
0,NaN,85.69930934906006
1,NaN,100.83603024482727
2,NaN,87.04647254943848
3,239111,88.07193160057068
4,NaN,81.61443948745728
5,NaN,87.1699230670929
6,NaN,80.93303489685059
0,NaN,90.000812292099
1,NaN,101.98498153686523
2,NaN,84.24525094032288
3,239111,87.85618996620178
4,NaN,81.96171617507935
5,NaN,85.03233122825623
6,NaN,85.0241174697876
0,NaN,88.24048900604248
1,NaN,101.73767161369324
2,NaN,87.89446425437927
3,239111,87.89294743537903
4,NaN,85.54303455352783
5,NaN,85.26049566268921
6,NaN,86.34271454811096
