Query,CFPQ_size,Time(s)
0,NaN,0.006680488586425781
1,NaN,0.010074853897094727
2,NaN,0.003882169723510742
3,144,0.003680706024169922
4,NaN,0.004006147384643555
5,NaN,0.0020563602447509766
6,NaN,0.0022292137145996094
0,NaN,0.003014802932739258
1,NaN,0.008584260940551758
2,NaN,0.0037140846252441406
3,144,0.0035202503204345703
4,NaN,0.00407719612121582
5,NaN,0.002180337905883789
6,NaN,0.0024061203002929688
0,NaN,0.003500223159790039
1,NaN,0.009075403213500977
2,NaN,0.0038864612579345703
3,144,0.003528594970703125
4,NaN,0.004205226898193359
5,NaN,0.0020127296447753906
6,NaN,0.0023233890533447266
0,NaN,0.003374338150024414
1,NaN,0.008431196212768555
2,NaN,0.003577709197998047
3,144,0.0035483837127685547
4,NaN,0.003975868225097656
5,NaN,0.002183198928833008
6,NaN,0.002307415008544922
0,NaN,0.002997875213623047
1,NaN,0.008618593215942383
2,NaN,0.003634929656982422
3,144,0.003365039825439453
4,NaN,0.004095554351806641
5,NaN,0.0020661354064941406
6,NaN,0.002166748046875
0,NaN,0.0031409263610839844
1,NaN,0.008605718612670898
2,NaN,0.0037860870361328125
3,144,0.0035393238067626953
4,NaN,0.003946781158447266
5,NaN,0.0020079612731933594
6,NaN,0.0023796558380126953
0,NaN,0.003548860549926758
1,NaN,0.009051084518432617
2,NaN,0.003939390182495117
3,144,0.0037920475006103516
4,NaN,0.00428009033203125
5,NaN,0.002141714096069336
6,NaN,0.002532958984375
0,NaN,0.0033159255981445312
1,NaN,0.009729146957397461
2,NaN,0.0038976669311523438
3,144,0.003412485122680664
4,NaN,0.004029512405395508
5,NaN,0.001989126205444336
6,NaN,0.0022330284118652344
0,NaN,0.0033626556396484375
1,NaN,0.008885622024536133
2,NaN,0.0039327144622802734
3,144,0.004892826080322266
4,NaN,0.005026817321777344
5,NaN,0.003679513931274414
6,NaN,0.0034575462341308594
0,NaN,0.003381490707397461
1,NaN,0.008872747421264648
2,NaN,0.004027128219604492
3,144,0.0038988590240478516
4,NaN,0.00509190559387207
5,NaN,0.0022852420806884766
6,NaN,0.0025777816772460938
