Query,CFPQ_size,Time(s)
0,NaN,0.02309441566467285
1,NaN,0.050440311431884766
2,NaN,0.027893543243408203
3,1323,0.02487778663635254
4,NaN,0.01892232894897461
5,NaN,0.014978885650634766
6,NaN,0.01306009292602539
0,NaN,0.025147199630737305
1,NaN,0.04439687728881836
2,NaN,0.026291847229003906
3,1323,0.02773261070251465
4,NaN,0.017834901809692383
5,NaN,0.013183355331420898
6,NaN,0.011162281036376953
0,NaN,0.02110910415649414
1,NaN,0.045500993728637695
2,NaN,0.02679586410522461
3,1323,0.023097515106201172
4,NaN,0.017263412475585938
5,NaN,0.01334691047668457
6,NaN,0.010851144790649414
0,NaN,0.021634340286254883
1,NaN,0.0569002628326416
2,NaN,0.02948784828186035
3,1323,0.03674602508544922
4,NaN,0.02054572105407715
5,NaN,0.014620065689086914
6,NaN,0.011389017105102539
0,NaN,0.028852462768554688
1,NaN,0.05428457260131836
2,NaN,0.02857065200805664
3,1323,0.027017831802368164
4,NaN,0.019687175750732422
5,NaN,0.013864278793334961
6,NaN,0.011517047882080078
0,NaN,0.02362370491027832
1,NaN,0.05095553398132324
2,NaN,0.029012203216552734
3,1323,0.025011777877807617
4,NaN,0.02243638038635254
5,NaN,0.015078544616699219
6,NaN,0.012078285217285156
0,NaN,0.026198863983154297
1,NaN,0.04633593559265137
2,NaN,0.027973413467407227
3,1323,0.02535867691040039
4,NaN,0.018265962600708008
5,NaN,0.013662099838256836
6,NaN,0.011189460754394531
0,NaN,0.022353410720825195
1,NaN,0.04446721076965332
2,NaN,0.024700164794921875
3,1323,0.023059368133544922
4,NaN,0.01720404624938965
5,NaN,0.012741804122924805
6,NaN,0.010440587997436523
0,NaN,0.021132946014404297
1,NaN,0.043782711029052734
2,NaN,0.024884700775146484
3,1323,0.02337813377380371
4,NaN,0.01717543601989746
5,NaN,0.013131141662597656
6,NaN,0.011311531066894531
0,NaN,0.023986101150512695
1,NaN,0.04807424545288086
2,NaN,0.035102128982543945
3,1323,0.03629136085510254
4,NaN,0.019702434539794922
5,NaN,0.014139413833618164
6,NaN,0.01178598403930664
