Query,CFPQ_size,Time(s)
0,NaN,0.01608562469482422
1,NaN,0.03854966163635254
2,NaN,0.019078493118286133
3,671,0.01668381690979004
4,NaN,0.014790534973144531
5,NaN,0.010805130004882812
6,NaN,0.00877237319946289
0,NaN,0.015438318252563477
1,NaN,0.03031134605407715
2,NaN,0.02189183235168457
3,671,0.026253700256347656
4,NaN,0.016286611557006836
5,NaN,0.01138448715209961
6,NaN,0.0091552734375
0,NaN,0.015524625778198242
1,NaN,0.029912471771240234
2,NaN,0.01830458641052246
3,671,0.016964435577392578
4,NaN,0.014950275421142578
5,NaN,0.011224985122680664
6,NaN,0.009209156036376953
0,NaN,0.01485443115234375
1,NaN,0.03246045112609863
2,NaN,0.02181243896484375
3,671,0.017491579055786133
4,NaN,0.014800310134887695
5,NaN,0.010245323181152344
6,NaN,0.008934259414672852
0,NaN,0.015859603881835938
1,NaN,0.0295107364654541
2,NaN,0.017682552337646484
3,671,0.015594959259033203
4,NaN,0.013763189315795898
5,NaN,0.010742902755737305
6,NaN,0.008639097213745117
0,NaN,0.014314889907836914
1,NaN,0.027173995971679688
2,NaN,0.01723194122314453
3,671,0.01523590087890625
4,NaN,0.013863563537597656
5,NaN,0.009610652923583984
6,NaN,0.008469343185424805
0,NaN,0.013296365737915039
1,NaN,0.02626633644104004
2,NaN,0.01645517349243164
3,671,0.01499795913696289
4,NaN,0.013772726058959961
5,NaN,0.010642290115356445
6,NaN,0.008894920349121094
0,NaN,0.013849496841430664
1,NaN,0.02877664566040039
2,NaN,0.019607067108154297
3,671,0.016703128814697266
4,NaN,0.015161752700805664
5,NaN,0.010748147964477539
6,NaN,0.009233474731445312
0,NaN,0.015842676162719727
1,NaN,0.0305631160736084
2,NaN,0.020214319229125977
3,671,0.01732349395751953
4,NaN,0.015383005142211914
5,NaN,0.010938644409179688
6,NaN,0.009163141250610352
0,NaN,0.024523019790649414
1,NaN,0.029067516326904297
2,NaN,0.023334980010986328
3,671,0.017156600952148438
4,NaN,0.014576435089111328
5,NaN,0.013506174087524414
6,NaN,0.010649919509887695
