Query,CFPQ_size,Time(s)
0,NaN,11.911450386047363
1,NaN,37.31446695327759
2,NaN,23.218493461608887
3,291,11.853854417800903
4,NaN,2.579730987548828
5,NaN,2.60298752784729
6,NaN,2.618586778640747
0,NaN,11.835424900054932
1,NaN,37.309022188186646
2,NaN,23.3166663646698
3,291,11.817041397094727
4,NaN,2.6700780391693115
5,NaN,2.625417947769165
6,NaN,2.604562520980835
0,NaN,11.898584604263306
1,NaN,37.530444383621216
2,NaN,23.430931568145752
3,291,11.879149913787842
4,NaN,2.6141858100891113
5,NaN,2.6190505027770996
6,NaN,2.6154026985168457
0,NaN,11.717200517654419
1,NaN,37.02647113800049
2,NaN,23.258803367614746
3,291,11.754637956619263
4,NaN,2.604605197906494
5,NaN,2.60099196434021
6,NaN,2.622117042541504
0,NaN,11.785518169403076
1,NaN,37.45166802406311
2,NaN,23.324156284332275
3,291,11.840769529342651
4,NaN,2.639671564102173
5,NaN,2.6318538188934326
6,NaN,2.607609987258911
0,NaN,11.77553415298462
1,NaN,37.719611406326294
2,NaN,23.43970036506653
3,291,11.89440107345581
4,NaN,2.6369948387145996
5,NaN,2.6647257804870605
6,NaN,2.626882314682007
0,NaN,11.988688230514526
1,NaN,38.127848863601685
2,NaN,23.522817134857178
3,291,12.062225341796875
4,NaN,2.6951723098754883
5,NaN,2.6653451919555664
6,NaN,2.6880316734313965
0,NaN,11.733352899551392
1,NaN,36.89736557006836
2,NaN,23.26757526397705
3,291,11.81235384941101
4,NaN,2.6201183795928955
5,NaN,2.5937118530273438
6,NaN,2.5836527347564697
0,NaN,11.668033599853516
1,NaN,36.759127378463745
2,NaN,23.2458336353302
3,291,11.864510297775269
4,NaN,2.625209331512451
5,NaN,2.675919771194458
6,NaN,2.642699718475342
0,NaN,11.975802183151245
1,NaN,37.527642250061035
2,NaN,23.485197067260742
3,291,12.124004364013672
4,NaN,2.6416215896606445
5,NaN,2.6813628673553467
6,NaN,2.6242735385894775
